id,name,artifact_type,category,availability,status,primary_url,description
quantization-and-compression--aqlm,AQLM,tool,Quantization and Compression,open-source,active,https://github.com/Vahe1994/AQLM,AQLM is the reference implementation of additive quantization for compressing language-model weights with learned codebooks and fine-tuning the resulting quantized representation.
quantization-and-compression--quip,QuIP#,tool,Quantization and Compression,open-source,active,https://github.com/Cornell-RelaxML/quip-sharp,QuIP# is a research implementation of lattice-codebook and incoherence-processing methods for very-low-bit post-training quantization of language models.
quantization-and-compression--smoothquant,SmoothQuant,tool,Quantization and Compression,open-source,active,https://github.com/mit-han-lab/smoothquant,SmoothQuant is the official implementation of a training-free method that migrates activation outliers into weights to enable W8A8 quantization of transformer models.
quantization-and-compression--autoround,AutoRound,tool,Quantization and Compression,open-source,active,https://github.com/intel/auto-round,"AutoRound is Intel's weight-rounding quantization toolkit for language and multimodal models, with low-bit calibration, multiple export formats, and serving-framework integrations."
checkpoint-export-conversion-and-inference--llama-cpp,llama.cpp,tool,"Checkpoint Export, Conversion, and Inference",open-source,active,https://github.com/ggml-org/llama.cpp,"llama.cpp provides model-conversion scripts, GGUF quantization tools, adapter loading, and CPU/GPU inference for supported architectures, making it a common deployment target for merged fine-tuned checkpoints."
checkpoint-export-conversion-and-inference--vllm,vLLM,tool,"Checkpoint Export, Conversion, and Inference",open-source,active,https://github.com/vllm-project/vllm,"vLLM is a high-throughput model-serving engine with OpenAI-compatible APIs, distributed inference, quantized checkpoint support, and runtime loading of supported LoRA adapters."
checkpoint-export-conversion-and-inference--sglang,SGLang,tool,"Checkpoint Export, Conversion, and Inference",open-source,active,https://github.com/sgl-project/sglang,"SGLang is a serving and programming framework for language and multimodal models with distributed inference, structured generation, quantization, and LoRA adapter support."
checkpoint-export-conversion-and-inference--tensorrt-llm,TensorRT-LLM,tool,"Checkpoint Export, Conversion, and Inference",open-source,active,https://github.com/NVIDIA/TensorRT-LLM,"TensorRT-LLM is NVIDIA's inference library and compiler stack for optimizing, converting, quantizing, and serving supported language-model checkpoints on NVIDIA GPUs."
checkpoint-export-conversion-and-inference--hugging-face-optimum,Hugging Face Optimum,tool,"Checkpoint Export, Conversion, and Inference",open-source,active,https://github.com/huggingface/optimum,"Hugging Face Optimum provides export and hardware-optimization interfaces connecting Transformers models to ONNX Runtime, OpenVINO, and other accelerator-specific backends."
checkpoint-export-conversion-and-inference--onnx-runtime-genai,ONNX Runtime GenAI,tool,"Checkpoint Export, Conversion, and Inference",open-source,active,https://github.com/microsoft/onnxruntime-genai,"ONNX Runtime GenAI supplies generation APIs, model builders, quantization utilities, and runtime support for deploying converted generative-model checkpoints through ONNX Runtime."
checkpoint-export-conversion-and-inference--mlc-llm,MLC LLM,tool,"Checkpoint Export, Conversion, and Inference",open-source,active,https://github.com/mlc-ai/mlc-llm,"MLC LLM compiles and packages language models for deployment across GPUs, CPUs, browsers, and mobile devices, with conversion, quantization, and OpenAI-compatible serving tools."
checkpoint-export-conversion-and-inference--executorch,ExecuTorch,tool,"Checkpoint Export, Conversion, and Inference",open-source,active,https://github.com/pytorch/executorch,"ExecuTorch is PyTorch's on-device inference stack for exporting, optimizing, and running supported models on mobile and embedded hardware through backend delegates."
checkpoint-export-conversion-and-inference--lmdeploy,LMDeploy,tool,"Checkpoint Export, Conversion, and Inference",open-source,active,https://github.com/InternLM/lmdeploy,"LMDeploy is an inference and compression toolkit for language and vision-language models, with TurboMind and PyTorch engines, quantization, serving APIs, and adapter support."
checkpoint-export-conversion-and-inference--openvino-genai,OpenVINO GenAI,tool,"Checkpoint Export, Conversion, and Inference",open-source,active,https://github.com/openvinotoolkit/openvino.genai,"OpenVINO GenAI provides generation pipelines, model conversion, compression integrations, and serving examples for running supported language and multimodal models on Intel hardware."
checkpoint-export-conversion-and-inference--lorax,LoRAX,tool,"Checkpoint Export, Conversion, and Inference",open-source,active,https://github.com/predibase/lorax,"LoRAX is an Apache-licensed multi-adapter inference server that dynamically loads LoRA adapters and exposes OpenAI-compatible APIs, Kubernetes assets, metrics, and tenant isolation."
managed-cloud-fine-tuning-services--together-ai-fine-tuning,Together AI Fine-Tuning,tool,Managed Cloud Fine-Tuning Services,commercial,active,https://docs.together.ai/docs/fine-tuning/quickstart,"Together AI Fine-Tuning runs LoRA or full-parameter jobs on supported open-weight base models and connects completed models to dedicated hosted endpoints, with validation and checkpoint options documented per model."
managed-cloud-fine-tuning-services--fireworks-ai-fine-tuning,Fireworks AI Fine-Tuning,tool,Managed Cloud Fine-Tuning Services,commercial,active,https://docs.fireworks.ai/fine-tuning/fine-tuning-models,"Fireworks AI Fine-Tuning provides managed SFT, DPO, and reinforcement fine-tuning for supported models through its UI, CLI, and API, with model-weight download and dedicated deployment options."
managed-cloud-fine-tuning-services--predibase,Predibase,tool,Managed Cloud Fine-Tuning Services,commercial,active,https://docs.predibase.com/fine-tuning/overview,"Predibase is a managed platform for fine-tuning and serving open-weight models with LoRA and QLoRA, built by the team behind the separate open-source Ludwig and LoRAX projects."
managed-cloud-fine-tuning-services--openpipe,OpenPipe,tool,Managed Cloud Fine-Tuning Services,commercial,active,https://docs.openpipe.ai/features/fine-tuning,"OpenPipe is a managed platform that collects and curates application traces into training datasets, runs supported fine-tuning jobs, evaluates resulting models, and serves them through an API."
managed-cloud-fine-tuning-services--tinker,Tinker,tool,Managed Cloud Fine-Tuning Services,commercial,active,https://thinkingmachines.ai/tinker/,"Tinker is Thinking Machines Lab's managed training API for LoRA-based SFT and reinforcement learning on supported open-weight models, exposing gradient, optimizer, sampling, and checkpoint primitives while operating distributed infrastructure."
managed-cloud-fine-tuning-services--openai-fine-tuning,OpenAI Fine-Tuning,tool,Managed Cloud Fine-Tuning Services,commercial,active,https://platform.openai.com/docs/guides/fine-tuning,"OpenAI Fine-Tuning is a managed API and dashboard workflow for SFT, DPO, and reinforcement fine-tuning on selected OpenAI models, with uploaded datasets, job events, checkpoints, and hosted inference."
managed-cloud-fine-tuning-services--vertex-ai-model-tuning,Vertex AI Model Tuning,tool,Managed Cloud Fine-Tuning Services,commercial,active,https://cloud.google.com/vertex-ai/generative-ai/docs/models/tune-models,"Vertex AI Model Tuning provides managed supervised and preference tuning for selected Google and open models, with training data in Google Cloud and deployment through Vertex AI endpoints."
managed-cloud-fine-tuning-services--amazon-bedrock-model-customization,Amazon Bedrock Model Customization,tool,Managed Cloud Fine-Tuning Services,commercial,active,https://docs.aws.amazon.com/bedrock/latest/userguide/custom-models.html,"Amazon Bedrock Model Customization provides managed fine-tuning, continued pretraining, distillation, model import, and reinforcement fine-tuning capabilities for supported foundation models and regions."
managed-cloud-fine-tuning-services--microsoft-foundry-fine-tuning,Microsoft Foundry Fine-Tuning,tool,Managed Cloud Fine-Tuning Services,commercial,active,https://learn.microsoft.com/en-us/azure/foundry/openai/how-to/fine-tuning,"Microsoft Foundry Fine-Tuning provides managed SFT, DPO, and reinforcement fine-tuning for supported OpenAI and selected open models, with region- and deployment-specific availability."
managed-cloud-fine-tuning-services--amazon-sagemaker-ai-fine-tuning,Amazon SageMaker AI Fine-Tuning,tool,Managed Cloud Fine-Tuning Services,commercial,active,https://docs.aws.amazon.com/sagemaker/latest/dg/jumpstart-foundation-models-fine-tuning.html,"Amazon SageMaker AI provides configurable foundation-model fine-tuning through JumpStart, training jobs, distributed libraries, managed storage, experiment tracking, and endpoint deployment."
managed-cloud-fine-tuning-services--databricks-ai-runtime,Databricks AI Runtime,tool,Managed Cloud Fine-Tuning Services,commercial,active,https://docs.databricks.com/aws/en/machine-learning/ai-runtime/,"Databricks AI Runtime is a serverless GPU environment for custom training and fine-tuning with frameworks such as PyTorch, Transformers, Unsloth, and LLM Foundry; some distributed capabilities remain preview or beta."
managed-cloud-fine-tuning-services--ibm-watsonx-ai-fine-tuning,IBM watsonx.ai Fine-Tuning,tool,Managed Cloud Fine-Tuning Services,commercial,active,https://www.ibm.com/docs/en/watsonx/saas?topic=models-methods-tuning,"IBM watsonx.ai provides LoRA and QLoRA fine-tuning for supported foundation models and regions, alongside tuning experiments, deployment, and governance features; supported methods vary by product edition."
managed-cloud-fine-tuning-services--cohere-fine-tuning,Cohere Fine-Tuning,tool,Managed Cloud Fine-Tuning Services,commercial,active,https://docs.cohere.com/reference/createfinetunedmodel,Cohere Fine-Tuning trains and deploys supported Cohere models from uploaded datasets through its API and dashboard; model eligibility and retirement dates are documented in Cohere's current model lifecycle pages.
managed-cloud-fine-tuning-services--baseten-training,Baseten Training,tool,Managed Cloud Fine-Tuning Services,commercial,active,https://docs.baseten.co/training/overview,Baseten Training runs custom training containers on managed GPUs and deploys produced checkpoints; its separate Loops early-access service exposes Tinker-compatible LoRA SFT and reinforcement-learning primitives.
managed-cloud-fine-tuning-services--lamini,Lamini,tool,Managed Cloud Fine-Tuning Services,commercial,active,https://docs.lamini.ai/,"Lamini provides managed and self-hosted enterprise APIs for tuning supported open-weight models, including conventional fine-tuning and its adapter-based Memory Tuning workflow."
evaluation-and-checkpoint-selection--deepeval,DeepEval,tool,Evaluation and Checkpoint Selection,open-source,active,https://github.com/confident-ai/deepeval,"DeepEval is an open-source evaluation framework for regression-testing fine-tuned checkpoints with versioned test cases, custom or built-in metrics, benchmark runners, and CI integration."
evaluation-and-checkpoint-selection--lm-evaluation-harness,lm-evaluation-harness,tool,Evaluation and Checkpoint Selection,open-source,active,https://github.com/EleutherAI/lm-evaluation-harness,"lm-evaluation-harness is EleutherAI's benchmark runner for comparing language-model checkpoints across a large registry of academic tasks, prompting configurations, and inference backends."
evaluation-and-checkpoint-selection--lighteval,LightEval,tool,Evaluation and Checkpoint Selection,open-source,active,https://github.com/huggingface/lighteval,"LightEval is Hugging Face's toolkit for evaluating language models across local, distributed, and hosted backends with configurable tasks, metrics, prompt formats, and result tracking."
evaluation-and-checkpoint-selection--opencompass,OpenCompass,tool,Evaluation and Checkpoint Selection,open-source,active,https://github.com/open-compass/opencompass,"OpenCompass is an evaluation platform for language and multimodal checkpoints with dataset registries, distributed inference, judge-based and objective metrics, and report generation."
evaluation-and-checkpoint-selection--inspect-ai,Inspect AI,tool,Evaluation and Checkpoint Selection,open-source,active,https://github.com/UKGovernmentBEIS/inspect_ai,"Inspect AI is the UK AI Security Institute's evaluation framework for defining datasets, solvers, scorers, model backends, sandboxed tool use, and reproducible evaluation logs."
evaluation-and-checkpoint-selection--evalscope,EvalScope,tool,Evaluation and Checkpoint Selection,open-source,active,https://github.com/modelscope/evalscope,"EvalScope is ModelScope's framework for evaluating and profiling language, multimodal, embedding, and reranker models across benchmark and inference backends."
evaluation-and-checkpoint-selection--rewardbench,RewardBench,tool,Evaluation and Checkpoint Selection,open-source,active,https://github.com/allenai/reward-bench,"RewardBench is AI2's benchmark and codebase for comparing reward-model checkpoints on preference pairs, helping select reward models before RLHF or rejection-sampling pipelines."
evaluation-and-checkpoint-selection--alpacaeval,AlpacaEval,tool,Evaluation and Checkpoint Selection,open-source,active,https://github.com/tatsu-lab/alpaca_eval,"AlpacaEval is an automatic instruction-following evaluator for pairwise comparison of model outputs, with length-controlled variants and reproducible leaderboard tooling."
evaluation-and-checkpoint-selection--olmes,OLMES,tool,Evaluation and Checkpoint Selection,open-source,active,https://github.com/allenai/olmes,OLMES is AI2's standardized evaluation framework and reporting protocol for reproducibly comparing base and instruction-tuned language-model checkpoints.
domain-specific-and-multimodal-fine-tuning--fingpt,FinGPT,tool,Domain-Specific and Multimodal Fine-Tuning,open-source,active,https://github.com/AI4Finance-Foundation/FinGPT,"FinGPT is an open research framework for financial language models with data pipelines, instruction-tuning and LoRA scripts, sentiment and forecasting tasks, and published model recipes."
domain-specific-and-multimodal-fine-tuning--nvidia-bionemo-framework,NVIDIA BioNeMo Framework,tool,Domain-Specific and Multimodal Fine-Tuning,open-source,active,https://github.com/NVIDIA/bionemo-framework,NVIDIA BioNeMo Framework provides domain-specific libraries and scalable recipes for training and LoRA-tuning biomolecular foundation models such as protein and DNA sequence models.
domain-specific-and-multimodal-fine-tuning--adaptllm,AdaptLLM,tool,Domain-Specific and Multimodal Fine-Tuning,open-source,active,https://github.com/microsoft/LMOps/tree/main/adaptllm,"AdaptLLM is Microsoft's reference code for reading-comprehension-based domain adaptation, converting raw domain corpora into training tasks for continued pretraining and instruction tuning."
domain-specific-and-multimodal-fine-tuning--llama-adapter,LLaMA-Adapter,tool,Domain-Specific and Multimodal Fine-Tuning,open-source,active,https://github.com/OpenGVLab/LLaMA-Adapter,LLaMA-Adapter is a research codebase for parameter-efficient instruction and multimodal adaptation using small trainable modules; released checkpoints remain subject to their underlying model licenses.
domain-specific-and-multimodal-fine-tuning--lavis,LAVIS,tool,Domain-Specific and Multimodal Fine-Tuning,open-source,active,https://github.com/salesforce/LAVIS,"LAVIS is Salesforce's library for training and evaluating language–vision models, with standardized datasets, processors, tasks, model implementations, and parameter-efficient adaptation recipes."
domain-specific-and-multimodal-fine-tuning--medicalgpt,MedicalGPT,tool,Domain-Specific and Multimodal Fine-Tuning,open-source,active,https://github.com/shibing624/MedicalGPT,"MedicalGPT is a training toolkit with continued pretraining, SFT, reward modeling, DPO, and PPO scripts for medical-domain language models; generated checkpoints inherit their base-model terms."
domain-specific-and-multimodal-fine-tuning--finlora,FinLoRA,tool,Domain-Specific and Multimodal Fine-Tuning,open-weights,active,https://github.com/Open-Finance-Lab/FinLoRA,FinLoRA publishes financial LoRA adapter checkpoints and reproducible training scripts; its downloadable adapters remain subject to the repository's terms plus underlying base-model and dataset licenses.
discontinued-and-historical-tools--autogptq,AutoGPTQ,historical,Discontinued and Historical Tools,open-source,discontinued,https://github.com/AutoGPTQ/AutoGPTQ,"AutoGPTQ is archived and unmaintained; its maintainers direct new GPTQ work to GPTQModel, and current Transformers releases no longer support AutoGPTQ."
discontinued-and-historical-tools--autoawq,AutoAWQ,historical,Discontinued and Historical Tools,open-source,discontinued,https://github.com/casper-hansen/AutoAWQ,AutoAWQ is archived and officially deprecated; its repository directs new AWQ quantization work to the vLLM project's LLM Compressor.
discontinued-and-historical-tools--trlx,TRLX,historical,Discontinued and Historical Tools,open-source,discontinued,https://github.com/CarperAI/trlx,TRLX is an early distributed RLHF framework for PPO and ILQL whose repository is not archived but has received no code push since January 2024.
discontinued-and-historical-tools--stanford-alpaca,Stanford Alpaca,historical,Discontinued and Historical Tools,open-source,discontinued,https://github.com/tatsu-lab/stanford_alpaca,Stanford Alpaca is the static 2023 reference project for Self-Instruct-style data generation and LLaMA fine-tuning; its released model artifacts were governed by the original LLaMA license.
discontinued-and-historical-tools--alpaca-lora,Alpaca-LoRA,historical,Discontinued and Historical Tools,open-source,discontinued,https://github.com/tloen/alpaca-lora,Alpaca-LoRA is an influential early LoRA fine-tuning example for LLaMA whose implementation is retained primarily as a historical reference for the 2023 ecosystem.
discontinued-and-historical-tools--rl4lms,RL4LMs,historical,Discontinued and Historical Tools,open-source,discontinued,https://github.com/allenai/RL4LMs,RL4LMs is AI2's modular reinforcement-learning library for language generation; its archived code remains useful for reproducing PPO and related research baselines.
discontinued-and-historical-tools--openassistant,OpenAssistant,historical,Discontinued and Historical Tools,open-source,discontinued,https://github.com/LAION-AI/Open-Assistant,"OpenAssistant is LAION's concluded project for crowdsourcing assistant conversations, reward labels, and open training recipes; the repository and datasets remain available for research."
discontinued-and-historical-tools--openchatkit,OpenChatKit,historical,Discontinued and Historical Tools,open-source,discontinued,https://github.com/togethercomputer/OpenChatKit,"OpenChatKit is Together's 2023 toolkit of chat-model training, moderation, retrieval, and evaluation code; development has slowed and current Together fine-tuning is offered separately as a managed service."
discontinued-and-historical-tools--adapter-transformers,adapter-transformers,historical,Discontinued and Historical Tools,open-source,discontinued,https://github.com/adapter-hub/adapter-transformers,adapter-transformers is the superseded predecessor to the standalone Adapters library; AdapterHub directs new development and migrations to Adapters.
discontinued-and-historical-tools--gptq-for-llama,GPTQ-for-LLaMa,historical,Discontinued and Historical Tools,open-source,discontinued,https://github.com/qwopqwop200/GPTQ-for-LLaMa,"GPTQ-for-LLaMa is an early GPTQ implementation retained for historical reproducibility; current quantization stacks provide broader model, kernel, serialization, and hardware support."
